"Message",Low,"La génération a démarré."
"Message",Low,"Projet ""Unnamed_1"" (cibles par défaut) :"
"Message",Low,"Génération à l'aide des outils version ""4.0""."
"Message",Low,"Cible ""PrintILCStartMessage"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets"" du projet ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\Unnamed_1"" (la cible ""Build"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""IlcMessageTask"" à partir de l'assembly ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\ilc.exe""."
"Message",Low,"Tâche ""IlcMessageTask"""
"Message",High,"Démarrage de la compilation .NET Native"
"Message",Low,"Exécution de la tâche ""IlcMessageTask"" terminée."
"Message",Low,"Génération de la cible ""PrintILCStartMessage"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""LogAppContextSwitches"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets"" du projet ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\Unnamed_1"" (la cible ""SetMainTargetPaths"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""Message"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""Message"""
"Message",Normal,"AppContextSwitch: ''"
"Message",Low,"Exécution de la tâche ""Message"" terminée."
"Message",Low,"Génération de la cible ""LogAppContextSwitches"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""SetMainTargetPaths"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets"" du projet ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\Unnamed_1"" (la cible ""CopyNativeExecutablesToOutput"" en dépend) :"
"Message",Low,"Génération de la cible ""SetMainTargetPaths"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""GenerateFakeExe"" ignorée en raison d'une fausse condition ; (!Exists('@(InputILTarget)')) a été évaluée comme (!Exists('D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\StrasInfo.exe'))."
"Message",Low,"Cible ""InjectCoreLibTypeForwards"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets"" du projet ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\Unnamed_1"" (la cible ""RunILTransforms"" en dépend) :"
"Message",Low,"Utilisation de la tâche ""MakeDir"" à partir de l'assembly ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Tâche ""MakeDir"""
"Message",Normal,"Création du répertoire ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\intermediate\TransformedCoreLib\""."
"Message",Low,"Exécution de la tâche ""MakeDir"" terminée."
"Message",Low,"Utilisation de la tâche ""ILTransformTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""ILTransformTask"""
"Message",Normal,"Exécution de la transformation 'InjectCoreLibTypeForwards', tas à 13 Mo."
"Message",Normal,"Exécution de la transformation 'InjectCoreLibIReflectableTypeSupport', tas à 42 Mo."
"Message",Normal,"Exécution de la transformation 'WriteAssemblies', tas à 42 Mo."
"Message",Normal,""
"Message",Normal,"Résumé de la transformation"
"Message",Normal,"   ms | delta du tas | nom"
"Message",Normal,"   977 |         29 | InjectCoreLibTypeForwards"
"Message",Normal,"   461 |         19 | WriteAssemblies"
"Message",Normal,"    30 |          0 | InjectCoreLibIReflectableTypeSupport"
"Message",Low,"Exécution de la tâche ""ILTransformTask"" terminée."
"Message",Low,"Génération de la cible ""InjectCoreLibTypeForwards"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""InjectCoreLibTypeForwards"" ignorée. Avait été générée correctement."
"Message",Low,"Cible ""PreResolveTransforms"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets"" du projet ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\Unnamed_1"" (la cible ""RunILTransforms"" en dépend) :"
"Message",Low,"Génération complète de la cible ""PreResolveTransforms""."
"Message",Low,"Le fichier de sortie ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\StrasInfo.exe"" n'existe pas."
"Message",Low,"Tâche ""MakeDir"""
"Message",Normal,"Création du répertoire ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\""."
"Message",Low,"Exécution de la tâche ""MakeDir"" terminée."
"Message",Low,"Utilisation de la tâche ""AssemblyClosureTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""AssemblyClosureTask"""
"Message",Low,"Exécution de la tâche ""AssemblyClosureTask"" terminée."
"Message",Low,"Tâche ""ILTransformTask"""
"Message",Normal,"Exécution de la transformation 'ResolveSelfReferences', tas à 42 Mo."
"Message",Normal,"Symboles introuvables pour l'assembly 'D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\CsvHelper.dll'. Les symboles doivent être placés dans le même dossier que l'assembly."
"Message",Normal,"Symboles introuvables pour l'assembly 'D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\GalaSoft.MvvmLight.dll'. Les symboles doivent être placés dans le même dossier que l'assembly."
"Message",Normal,"Symboles introuvables pour l'assembly 'D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\GalaSoft.MvvmLight.Extras.dll'. Les symboles doivent être placés dans le même dossier que l'assembly."
"Message",Normal,"Symboles introuvables pour l'assembly 'D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\GalaSoft.MvvmLight.Platform.dll'. Les symboles doivent être placés dans le même dossier que l'assembly."
"Message",Normal,"Symboles introuvables pour l'assembly 'D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\Microsoft.Practices.ServiceLocation.dll'. Les symboles doivent être placés dans le même dossier que l'assembly."
"Message",Normal,"Symboles introuvables pour l'assembly 'D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\MoreLinq.Portable.dll'. Les symboles doivent être placés dans le même dossier que l'assembly."
"Message",Normal,"Symboles introuvables pour l'assembly 'D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\Newtonsoft.Json.dll'. Les symboles doivent être placés dans le même dossier que l'assembly."
"Message",Normal,"Exécution de la transformation 'RemoveDuplicateMembers', tas à 76 Mo."
"Message",Normal,"Exécution de la transformation 'GenericNameValidator', tas à 76 Mo."
"Message",Normal,"Exécution de la transformation 'PortableLib', tas à 76 Mo."
"Message",Normal,"Exécution de la transformation 'WriteAssemblies', tas à 79 Mo."
"Message",Normal,""
"Message",Normal,"Résumé de la transformation"
"Message",Normal,"   ms | delta du tas | nom"
"Message",Normal,"   669 |         34 | ResolveSelfReferences"
"Message",Normal,"   479 |          3 | PortableLib"
"Message",Normal,"   322 |         14 | WriteAssemblies"
"Message",Normal,"    14 |          0 | GenericNameValidator"
"Message",Normal,"     0 |          0 | RemoveDuplicateMembers"
"Message",Low,"Exécution de la tâche ""ILTransformTask"" terminée."
"Message",Low,"Tâche ""Copy"" ignorée en raison d'une fausse condition ; (!Exists('@(IntermediatePreMergeILTransformedExeTarget)') and Exists('@(InputILSymbols)')) a été évaluée comme (!Exists('D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\StrasInfo.exe') and Exists('D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\StrasInfo.pdb'))."
"Message",Low,"Tâche ""Copy"" ignorée en raison d'une fausse condition ; (!Exists('@(IntermediatePreMergeILTransformedExeTarget)')) a été évaluée comme (!Exists('D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\intermediate\PreMergeILTransformed\StrasInfo.exe'))."
"Message",Low,"Tâche ""Copy"" ignorée en raison d'une fausse condition ; ('$(HasMcgPatchDlls)'=='true') a été évaluée comme (''=='true')."
"Message",Low,"Génération de la cible ""PreResolveTransforms"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""InitInputResourceName"" dans le fichier ""C:\Program Files (x86)\MSBuild\Microsoft\.NetNative\ARM\ilc\IlcInternals.targets"" du projet ""D:\Projets\StrasInfo\StrasInfo\StrasInfo\Unnamed_1"" (la cible ""RunILTransforms"" en dépend) :"
"Message",Low,"Tâche ""ResolveFilePathTask"" ignorée en raison d'une fausse condition ; ('$(InputPath)' != '' and Exists('$(InputPath)\obj\')) a été évaluée comme ('D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in' != '' and Exists('D:\Projets\StrasInfo\StrasInfo\StrasInfo\obj\ARM\Release\ilc\in\obj\'))."
"Message",Low,"Utilisation de la tâche ""ResolveFilePathTask"" à partir de l'assembly ""Microsoft.Build.ILTasks""."
"Message",Low,"Tâche ""ResolveFilePathTask"""
"Message",Low,"Exécution de la tâche ""ResolveFilePathTask"" terminée."
"Message",Low,"Génération de la cible ""InitInputResourceName"" terminée dans le projet ""Unnamed_1""."
"Message",Low,"Cible ""PreResolveTransforms"" ignorée. Avait été générée correctement."
"Message",Low,"Cible ""SetForSharedInputs"" ignorée en raison d'une fausse condition ; ('$(UseSharedAssemblies)' == 'true') a été évaluée comme ('false' == 'true')."
